# Inference results of [image_id, x1y1wh, score, label]
72.0000,274.9279,119.3197,199.6154,88.2692,0.4967,2.0000
72.0000,58.3534,151.4832,287.3558,64.3870,0.3455,2.0000
6.0000,16.9721,38.4683,344.9231,214.9284,0.3301,11.0000
56.0000,48.1731,49.2404,411.0096,283.7596,0.3016,14.0000
46.0000,3.7740,72.3774,490.1082,249.9519,0.7066,6.0000
73.0000,140.6971,27.2764,358.2572,260.0721,0.9995,5.0000
25.0000,212.4519,88.2572,103.4615,93.5817,0.5852,14.0000
25.0000,292.8005,213.0649,203.7620,160.7572,0.4392,16.0000
76.0000,336.1178,106.4062,163.8822,266.5865,0.6589,14.0000
76.0000,32.0192,111.7548,157.1875,255.7452,0.6322,14.0000
76.0000,192.6442,87.2356,162.2235,286.8630,0.4976,14.0000
24.0000,445.2524,299.3990,22.2957,53.0769,0.4646,14.0000
42.0000,158.0649,217.9255,39.6755,91.0337,0.5712,4.0000
42.0000,0.0000,20.4615,500.0000,315.8774,0.3128,6.0000
58.0000,152.1875,171.7332,211.3582,86.8750,0.5918,0.0000
85.0000,16.6226,98.5505,472.3438,262.5361,0.6978,7.0000
71.0000,154.8918,22.4904,336.1659,294.9519,0.3350,17.0000
71.0000,148.5817,33.3798,193.6779,254.9399,0.3171,14.0000
30.0000,71.4062,106.5120,184.7716,61.9832,0.5378,18.0000
47.0000,119.1827,39.4952,332.5240,296.3702,0.5464,7.0000
47.0000,127.5120,5.3846,62.5240,66.2380,0.4545,11.0000
35.0000,94.3990,80.7332,384.8438,294.2668,0.7746,14.0000
49.0000,56.5986,0.0000,310.4447,256.3317,0.3654,11.0000
82.0000,5.0841,288.8462,365.3966,211.1538,0.3302,10.0000
57.0000,317.3678,112.2909,86.4543,79.6875,0.6372,8.0000
57.0000,54.0986,27.7716,36.4543,54.6274,0.4951,14.0000
57.0000,239.4952,128.0361,70.4207,65.2404,0.3361,17.0000
57.0000,425.5889,107.0625,40.7572,68.0408,0.3255,15.0000
57.0000,66.0216,30.9567,30.3966,48.8221,0.3233,14.0000
86.0000,46.8870,60.4928,419.9760,254.3990,0.6697,7.0000
8.0000,0.0000,0.3125,423.5937,373.1971,0.7248,9.0000
8.0000,408.9663,264.6274,91.0337,85.1803,0.6450,9.0000
98.0000,421.9471,161.5961,35.2404,93.8221,0.7120,14.0000
83.0000,0.0000,74.1106,74.0385,102.7284,0.4783,14.0000
83.0000,186.5986,92.7163,193.7500,256.9471,0.4227,14.0000
83.0000,136.7789,80.7212,81.3101,108.5937,0.4099,14.0000
77.0000,280.5769,157.3558,73.3293,174.8798,0.5228,14.0000
77.0000,0.0000,136.4183,97.8245,352.7644,0.3121,14.0000
90.0000,75.6611,150.4447,91.2139,66.4543,0.5470,9.0000
90.0000,160.9735,152.0793,53.2572,58.6418,0.3123,9.0000
99.0000,36.9231,166.6827,423.7861,190.8894,0.8247,17.0000
99.0000,231.9111,140.5889,199.3389,219.8437,0.4014,14.0000
29.0000,3.4495,72.6562,496.5505,220.8774,0.4493,18.0000
29.0000,128.9664,243.2452,182.3077,59.2428,0.4250,6.0000
29.0000,292.5120,195.4327,37.0553,89.9158,0.3691,14.0000
29.0000,359.4952,93.3173,18.9423,25.6010,0.3667,14.0000
74.0000,109.1923,186.6427,145.8208,40.3650,0.4123,18.0000
74.0000,112.8581,173.6931,82.3708,60.3242,0.3980,18.0000
10.0000,0.9976,104.2788,85.4808,212.4639,0.6861,14.0000
10.0000,112.5481,115.6370,72.9567,210.6611,0.6041,14.0000
10.0000,79.9760,133.4014,61.2500,194.1827,0.5964,14.0000
10.0000,151.5264,226.8389,178.4495,136.5745,0.5170,1.0000
10.0000,163.4255,109.3269,126.4663,262.8245,0.4738,14.0000
10.0000,0.0000,179.5673,88.7260,160.0721,0.4066,1.0000
10.0000,464.5673,280.6611,22.3678,33.4495,0.3926,14.0000
26.0000,21.2740,0.0000,454.4952,395.0000,0.8915,2.0000
59.0000,394.3990,205.5529,105.5288,126.8750,0.5157,8.0000
53.0000,0.0000,0.0000,498.7019,335.0000,0.5576,8.0000
53.0000,137.7764,9.8798,61.7548,93.4375,0.3995,15.0000
20.0000,28.5457,22.4495,66.5986,86.9231,0.7831,8.0000
20.0000,208.5817,21.5481,54.1346,67.5721,0.5388,8.0000
20.0000,170.4327,40.9591,92.5240,182.8125,0.5148,11.0000
20.0000,132.4760,26.2596,53.9062,77.1034,0.3206,8.0000
91.0000,129.6514,95.3101,116.7187,113.5096,0.3446,0.0000
89.0000,114.8077,2.4399,355.3125,372.5601,0.5142,14.0000
89.0000,112.4038,44.8918,73.7019,257.0913,0.4390,14.0000
89.0000,61.6947,21.8269,59.4952,206.2019,0.3972,14.0000
1.0000,135.6971,125.8510,170.0841,98.9784,0.6994,18.0000
12.0000,176.7308,198.1370,278.3534,67.8846,0.4332,18.0000
12.0000,184.6875,190.0481,81.0337,60.8173,0.3100,18.0000
55.0000,188.7139,69.9087,93.5457,126.6587,0.6858,14.0000
55.0000,57.3197,100.6899,164.0505,233.3101,0.5550,14.0000
55.0000,228.0529,255.6178,29.3870,78.3822,0.5335,4.0000
55.0000,303.4976,106.0144,95.3245,113.7139,0.3777,14.0000
55.0000,367.8245,110.9904,132.1755,218.2092,0.3636,14.0000
37.0000,0.0000,1.9087,500.0000,327.2957,0.8715,18.0000
38.0000,34.3269,178.3414,305.5289,292.8125,0.5373,6.0000
78.0000,312.8966,219.6827,37.7044,99.3750,0.5111,8.0000
78.0000,88.5817,93.8654,45.1803,44.4111,0.4518,15.0000
78.0000,240.3005,226.9062,67.4399,104.1947,0.4187,8.0000
78.0000,260.3365,232.3630,65.3125,93.0168,0.3762,8.0000
78.0000,0.0000,280.0192,285.9735,95.9808,0.3614,10.0000
78.0000,142.0913,238.0000,71.1178,43.9543,0.3352,8.0000
66.0000,274.8557,46.8125,171.0337,249.5673,0.5717,14.0000
66.0000,190.7933,202.1611,51.9952,34.4110,0.5485,2.0000
66.0000,267.0072,193.4952,53.2933,90.7933,0.4040,4.0000
17.0000,358.7740,71.9111,59.1827,87.5000,0.6917,2.0000
17.0000,266.9351,111.7067,55.5649,100.0000,0.6135,2.0000
17.0000,179.4471,88.9062,91.8990,73.5697,0.6053,2.0000
17.0000,407.9207,167.4158,92.0793,147.4399,0.5713,2.0000
17.0000,144.0024,60.3245,30.6971,35.7212,0.4944,2.0000
17.0000,192.9207,71.6827,45.6611,31.6827,0.3670,2.0000
17.0000,81.6707,181.1659,237.9808,186.8990,0.3611,2.0000
33.0000,342.2596,204.4255,71.2620,63.9303,0.7115,16.0000
33.0000,60.2644,98.7163,60.8894,60.9856,0.6559,16.0000
33.0000,259.7235,139.8942,29.5312,36.0336,0.5530,16.0000
33.0000,186.2139,125.9159,59.7717,42.9687,0.5313,16.0000
33.0000,183.8462,120.6034,47.9687,40.4087,0.3081,16.0000
18.0000,109.0505,86.8990,362.7163,286.1178,0.5120,14.0000
28.0000,99.7356,108.7476,275.1562,139.6755,0.6220,0.0000
87.0000,0.6130,64.3389,499.3870,310.6611,0.9953,10.0000
87.0000,241.4543,22.8365,102.5481,89.7235,0.5621,8.0000
64.0000,114.6394,225.8245,90.0841,85.4808,0.7286,1.0000
64.0000,208.3293,173.5289,72.8846,37.2716,0.6679,6.0000
64.0000,72.7764,168.4086,93.0409,48.5697,0.5263,6.0000
64.0000,117.1154,158.4087,85.6971,143.2572,0.4560,14.0000
64.0000,133.8822,148.1803,67.9688,107.1755,0.4057,14.0000
64.0000,263.5938,167.9639,142.1875,65.9615,0.3669,6.0000
64.0000,58.1370,159.0216,137.3077,72.2115,0.3383,6.0000
13.0000,9.6394,52.5769,489.0264,243.9543,0.7042,18.0000
13.0000,10.9736,124.4760,30.3365,80.5649,0.6875,14.0000
9.0000,39.3029,123.6635,460.6971,143.5577,0.9486,6.0000
40.0000,295.3726,224.8533,55.0240,69.3750,0.7475,9.0000
40.0000,206.6106,230.9952,78.5577,75.7332,0.7285,9.0000
40.0000,346.1779,256.6202,48.9183,42.8966,0.6409,9.0000
40.0000,95.6731,232.1851,87.8846,73.9183,0.5610,9.0000
40.0000,153.4135,234.2284,48.4615,68.8101,0.4987,9.0000
40.0000,407.3558,257.9183,57.2476,40.2404,0.4466,9.0000
40.0000,357.1033,265.1538,41.9712,40.4928,0.3818,9.0000
32.0000,19.3750,208.3894,10.8053,22.7163,0.5743,14.0000
32.0000,113.0649,48.5096,371.7308,183.7981,0.3824,0.0000
32.0000,47.0673,206.5986,10.9976,24.5793,0.3611,14.0000
32.0000,47.7284,202.9567,10.0721,21.5625,0.3103,14.0000
0.0000,130.4567,88.1490,325.2885,342.2115,0.6488,12.0000
23.0000,19.3389,125.2164,443.6779,126.6106,0.5954,0.0000
43.0000,141.9591,241.1538,353.2091,133.8462,0.4190,11.0000
43.0000,6.8149,83.1611,332.2356,291.8389,0.3263,14.0000
92.0000,396.7909,160.7332,99.8197,214.2668,0.8141,14.0000
92.0000,0.6731,151.3582,106.7067,218.5216,0.5516,14.0000
92.0000,78.3413,116.9111,62.9808,55.6370,0.5224,19.0000
96.0000,228.7380,140.2861,250.5649,117.2115,0.6133,18.0000
96.0000,37.3558,151.3077,89.5312,77.4279,0.4616,18.0000
62.0000,165.7212,170.1202,44.9158,26.1659,0.7278,6.0000
62.0000,10.9495,171.3461,100.2163,56.8630,0.5917,6.0000
62.0000,238.8582,160.0721,13.4736,29.8678,0.4731,14.0000
62.0000,212.1755,163.4014,26.9231,21.9231,0.4516,6.0000
62.0000,280.8654,168.3774,62.8726,49.6274,0.4117,6.0000
62.0000,384.4712,164.5913,28.1971,14.1587,0.3029,6.0000
3.0000,295.1683,148.5577,73.9904,69.0865,0.4324,15.0000
3.0000,84.0625,186.8269,275.9255,175.2524,0.3793,10.0000
14.0000,157.8726,51.5721,163.5216,127.3558,0.4410,19.0000
14.0000,323.9904,208.7476,16.0336,54.4471,0.3239,4.0000
14.0000,92.9327,40.4784,113.1611,122.9808,0.3211,19.0000
41.0000,196.5385,208.0288,97.6803,161.7668,0.3226,1.0000
41.0000,148.0649,47.9207,156.3221,308.6057,0.3141,14.0000
15.0000,324.3149,170.3606,30.2043,102.6683,0.6259,14.0000
15.0000,0.0000,159.9760,29.3870,104.2428,0.5680,14.0000
15.0000,20.3966,172.2235,25.0361,77.6803,0.5328,14.0000
15.0000,84.5793,121.4663,72.3317,121.3582,0.4925,14.0000
15.0000,7.3077,162.2236,34.1707,99.5312,0.3836,14.0000
81.0000,21.7668,86.8798,387.2957,267.7524,0.6767,7.0000
4.0000,249.0625,130.1202,184.0264,220.5890,0.3603,14.0000
19.0000,13.1971,71.9447,467.4639,286.0553,0.5933,13.0000
60.0000,15.4567,154.4111,257.0793,159.2067,0.4670,11.0000
69.0000,0.0000,57.1034,500.0000,317.8966,0.9322,10.0000
61.0000,95.6731,126.2668,365.0721,114.0505,0.4421,18.0000
45.0000,274.7476,203.6418,54.9519,148.9543,0.6541,14.0000
45.0000,376.2500,209.3149,42.1274,120.5409,0.6328,14.0000
