# Inference results of [image_id, x1y1wh, score, label]
51.0000,203.7139,79.6995,159.4832,206.3822,0.3957,14.0000
51.0000,132.4279,128.7860,292.8365,175.9135,0.3938,13.0000
141.0000,53.4736,203.3053,258.4375,171.6947,0.3485,17.0000
3.0000,298.5457,147.0673,66.3702,71.2500,0.3748,15.0000
64.0000,207.1875,173.5649,75.2043,38.1490,0.6248,6.0000
64.0000,104.3389,222.4111,109.4351,91.4904,0.5563,1.0000
64.0000,68.7620,171.8341,85.2284,43.2211,0.4992,6.0000
64.0000,129.8678,154.3221,75.2043,133.1250,0.4580,14.0000
64.0000,265.7692,168.0962,138.3293,64.7115,0.3928,6.0000
64.0000,139.3870,147.2909,58.5697,91.4904,0.3316,14.0000
64.0000,57.0433,158.9736,138.3173,73.3414,0.2864,6.0000
81.0000,12.4399,76.8918,403.0048,285.9255,0.6034,7.0000
183.0000,0.0000,97.6562,123.7019,150.8413,0.5208,14.0000
183.0000,126.9832,80.1082,159.4952,206.3702,0.3954,14.0000
148.0000,30.0361,106.0721,180.7212,206.3942,0.4582,14.0000
148.0000,460.2885,186.8413,31.3462,62.8846,0.3935,14.0000
148.0000,210.3125,101.5529,204.7836,230.4471,0.3748,14.0000
127.0000,17.9087,173.4375,13.0649,38.1370,0.5413,14.0000
127.0000,341.1057,147.4639,58.5697,71.2620,0.4789,14.0000
127.0000,64.6034,103.0649,426.0817,155.2404,0.4374,5.0000
127.0000,9.0625,172.8365,11.5264,38.1370,0.3098,14.0000
127.0000,0.9255,172.6322,10.1683,38.1490,0.3044,14.0000
127.0000,358.5817,141.3462,24.4231,26.2019,0.2914,14.0000
127.0000,18.7740,111.3822,331.8389,137.0072,0.2707,5.0000
170.0000,389.6755,39.3149,75.2163,248.7019,0.5205,14.0000
170.0000,17.5962,0.0000,109.4351,353.8101,0.4997,14.0000
170.0000,180.8654,96.0577,109.4231,193.7019,0.4788,14.0000
170.0000,110.1683,68.5577,96.5745,248.7019,0.4787,14.0000
170.0000,311.4904,135.2885,96.5745,170.9255,0.4576,14.0000
170.0000,298.7380,37.2115,85.2164,117.4760,0.4164,14.0000
170.0000,259.8678,82.3678,85.2283,219.4832,0.4164,14.0000
154.0000,192.6082,116.4784,124.0024,150.8534,0.2914,19.0000
168.0000,293.5938,90.3245,201.2740,175.9135,0.4996,18.0000
109.0000,56.0577,58.7861,109.4351,150.8534,0.4164,6.0000
109.0000,129.2188,79.4231,292.8485,199.3269,0.3958,6.0000
58.0000,129.5553,176.2284,228.0649,94.1586,0.4991,0.0000
62.0000,165.0961,168.0409,45.6130,29.6995,0.6665,6.0000
62.0000,13.0168,172.3678,96.5625,55.5048,0.5617,6.0000
62.0000,211.7308,162.7164,27.6682,23.1250,0.4739,6.0000
62.0000,283.2091,168.6178,58.5817,48.9784,0.4359,6.0000
62.0000,239.0625,160.0240,13.0649,29.7115,0.4349,14.0000
62.0000,211.3221,170.0841,27.6683,20.4087,0.2880,6.0000
62.0000,385.0000,163.7260,27.6682,15.9014,0.2876,6.0000
